Index,Target Position x,Target Position y,Pred Position x,Pred Position y,Target Angle q1,Target Angle q2,Pred Angle q1,Pred Angle q2,Excursion s1,Excursion s2,Excursion s3,Time,R_00,R_01,R_10,R_11
53.0,1.2036300463040968,10.597271020094585,1.2431546815362333,10.581200095979758,30.864079179710377,100.26683110191196,30.494635865908712,100.38591696548622,-14.117647058823529,-63.13725490196078,493.02757545967097,0.013015,-2.160036707168534,0.0,0.0,-1.5899632811303719
54.0,1.1755705045849463,10.618033988749895,1.2090068419448405,10.648144328283983,31.194946497152696,100.06539676890762,31.20223599852983,99.62973485104405,-14.43137254901961,-62.745098039215684,492.1256473997657,17.138958,-2.162111461854648,0.0,0.0,-1.5878488991885147
55.0,1.1471528727020923,10.638304088577984,1.2157572156540208,10.657952315140696,31.524478306675533,99.86886526991056,31.231460949241196,99.49537934672558,-14.43137254901961,-62.745098039215684,491.67590023462594,0.010987,-2.1641365603414413,0.0,0.0,-1.5857076083384392
56.0,1.1183858069414936,10.658075145110084,1.177253500231052,10.674957411412871,31.852614450377406,99.67728524701151,31.59974251859474,99.35937659462259,-14.588235294117649,-62.745098039215684,492.2367339342746,0.016001,-2.1661113823230265,0.0,0.0,-1.5835400644767976
57.0,1.0892780700300542,10.677341135890849,1.0446905882806305,10.655171507702253,32.17929570904392,99.49070431817574,32.30797736076831,99.84190430518673,-14.901960784313726,-63.13725490196078,496.29154930305185,3.173182,-2.168035322893663,0.0,0.0,-1.5813469315417774
58.0,1.0598385284664098,10.696096192312853,1.051842170236866,10.665512732385858,32.50446379926537,99.30916905357935,32.33588083288458,99.70186270230049,-14.901960784313726,-63.13725490196078,495.8150933078557,0.011013,-2.169907792733044,0.0,0.0,-1.5791288813097284
59.0,1.0300761498201083,10.714334601404225,1.0475356200422716,10.694986128629044,32.828061370816684,99.13272495185869,32.57592327430215,99.34385537093176,-15.0,-63.0,495.1031913066335,0.693051,-2.17172821828681,0.0,0.0,-1.5768865931893932
60.0,1.0000000000000002,10.732050807568877,0.9753060948055126,10.698567774125816,33.150032004268674,98.96141641632279,33.07123389308186,99.4172319200868,-15.215686274509803,-63.13725490196078,496.8826293595928,16.831929,-2.1734960419422356,0.0,0.0,-1.5746207540137973
61.0,0.9696192404926742,10.749239414278792,0.937039968138973,10.714940080471976,33.470320208798746,98.79528673118013,33.43853345498116,99.27272992572883,-15.372549019607842,-63.13725490196078,497.40652006785876,4.265237,-2.17521072219903,0.0,0.0,-1.5723320578298665
62.0,0.9389431255717817,10.765895185717854,0.899864977634846,10.780368070888693,33.78887142016941,98.63437803783113,34.1470075895718,98.51113447440524,-15.686274509803923,-62.745098039215684,496.48556066633637,0.399012,-2.176871733835202,0.0,0.0,-1.5700212056858336
63.0,0.9079809994790937,10.782013048376736,0.9077208388356528,10.791138125058934,34.10563199884182,98.47873131127817,34.17221283243834,98.36479406534914,-15.686274509803923,-62.745098039215684,495.97581475871164,0.022015,-2.178478568067944,0.0,0.0,-1.567688905416502
64.0,0.8767422935781549,10.797588092598334,0.9158112236308034,10.801965948863982,34.420549228192215,98.32838633670613,34.19656051308978,98.21715271695234,-15.686274509803923,-62.745098039215684,495.4582924070787,0.011001,-2.180030732709473,0.0,0.0,-1.565335871426428
65.0,0.8452365234813989,10.8126155740733,0.8003191911975334,10.794783642526937,34.73357131279816,98.18338168628541,34.904444037084716,98.46665794167893,-16.0,-63.0,498.5799638779699,0.150009,-2.1815277523177947,0.0,0.0,-1.5629628244710942
66.0,0.8134732861516004,10.827090915285202,0.8086644893513082,10.805933223632104,35.04464737676227,98.04375469625035,34.927506693477326,98.31594096047641,-16.0,-63.0,498.04628392233764,0.012015,-2.182969168342333,0.0,0.0,-1.5605704914361336
67.0,0.7814622569785474,10.841009706904881,0.8172410906578351,10.81713142093911,35.35372746204008,97.90954144430555,34.94967262823026,98.16405512222477,-16.0,-63.0,497.50523837358986,0.024001,-2.1843545392643913,0.0,0.0,-1.5581596051146789
68.0,0.7492131868318239,10.854367709133575,0.762440263907223,10.86626841060653,35.66076252673994,97.7807767274123,35.65663966057549,97.61448809304483,-16.313725490196077,-62.745098039215684,497.4278713539058,20.256133,-2.185683440732392,0.0,0.0,-1.555730903982902
69.0,0.7167358990906008,10.867160852994404,0.7713030407333337,10.877548017736617,35.965704443362014,97.65749404000763,35.67739112658091,97.46102788855283,-16.313725490196077,-62.745098039215684,496.876284933954,0.012001,-2.1869554656918586,0.0,0.0,-1.5532851319738108
70.0,0.6840402866513376,10.879385241571816,0.6870396945233406,10.849436949707076,36.26850599694415,97.53972555270668,36.04045075663696,97.91470947378423,-16.470588235294116,-63.13725490196078,499.78019016504777,0.013013,-2.188170224510101,0.0,0.0,-1.5508230382493777
71.0,0.6511363089143135,10.891037151198633,0.6475333638142713,10.913134515395729,36.569120883082945,97.4275020915397,36.74635700787849,97.15108247661564,-16.784313725490193,-62.745098039215684,498.843400930098,19.445102,-2.1893273450955646,0.0,0.0,-1.5483453769710618
72.0,0.6180339887498949,10.902113032590307,0.6567983701900522,10.924685701294383,36.86750370579793,97.32085311777364,36.764805115649075,96.99469220823872,-16.784313725490193,-62.745098039215684,498.2731841799021,0.019988,-2.1904264730118026,0.0,0.0,-1.5458529070688045
73.0,0.5847434094454735,10.912609511926071,0.5732755917327363,10.895879929414441,37.16360997520839,97.21980670836732,37.12603377745772,97.44265455426613,-16.94117647058824,-63.13725490196078,501.14871954943766,1.693111,-2.1914672715860455,0.0,0.0,-1.543346392008563
74.0,0.5512747116339983,10.922523391876638,0.5353885334934603,10.911080654440205,37.45739610499201,97.12438953710753,37.48658619597545,97.2835617760434,-17.098039215686278,-63.13725490196078,501.5940056920999,0.011988,-2.192449422012325,0.0,0.0,-1.5408265995584514
75.0,0.5176380902050415,10.931851652578137,0.5451085841384877,10.923005918856713,37.74881940959545,97.03462685647345,37.502371130345914,97.1236794314214,-17.098039215686278,-63.13725490196078,501.00183111672334,0.012988,-2.1933726234491298,0.0,0.0,-1.5382943015535688
76.0,0.48384379119933535,10.940591452551994,0.5073730345650702,10.938139595443165,38.03783810116817,96.95054248027368,37.861337292905226,96.96305649380074,-17.254901960784316,-63.13725490196078,501.4362378539186,0.011987,-2.1942365931115524,0.0,0.0,-1.535750273659577
77.0,0.44990210868772984,10.94874012957047,0.469659584571235,10.953122675637493,38.32441128619063,96.87215876710019,38.21953856717308,96.80174216343242,-17.411764705882355,-63.13725490196078,501.8655843552489,0.012016,-2.195041066357913,0.0,0.0,-1.53319529513511
78.0,0.4158233816355189,10.956295201467611,0.43197023367622833,10.967952299179277,38.60849896177016,96.79949660463971,38.57694262562065,96.63978585234723,-17.568627450980394,-63.13725490196078,502.2899712862509,0.013983,-2.195785796770818,0.0,0.0,-1.5306301485930773
79.0,0.38161799075308983,10.963254366895328,0.4423025948364572,10.980110175177607,38.89006201157756,96.73257539488392,38.58897290949895,96.47723716922037,-17.568627450980394,-63.13725490196078,501.6758674053783,0.012009,-2.196470556232641,0.0,0.0,-1.5280556197609438
80.0,0.34729635533386083,10.969615506024416,0.4047692213443286,10.994849767449985,39.16906220139927,96.67141304027466,38.944588275212546,96.31414590417597,-17.725490196078432,-63.13725490196078,502.09034844234156,2.771156,-2.197095134995398,0.0,0.0,-1.5254724972400544
81.0,0.31286893008046185,10.975376681190276,0.3190673260688195,11.011492217354961,39.44546217428088,96.61602593082094,39.64405087069402,96.15056201353592,-18.03921568627451,-63.13725490196078,503.53440066622574,34.839947,-2.1976593417449943,0.0,0.0,-1.5228815722640783
82.0,0.27834620192013093,10.98053613748314,0.23834781351976098,10.980556375703678,39.71922544523891,96.56642893221984,39.99794641953568,96.58272526665758,-18.196078431372552,-63.529411764705884,506.32474032523737,6.664347,-2.1981630036598268,0.0,0.0,-1.520283638456647
83.0,0.24373868681029498,10.985092303282643,0.24914943380823917,10.993158059681132,39.990316395518846,96.5226353750135,40.00600660545748,96.41728534796003,-18.196078431372552,-63.529411764705884,505.68716120821256,0.011002,-2.198605966463719,0.0,0.0,-1.5176794915882597
84.0,0.20905692653530691,10.989043790736547,0.26016333598240404,11.005749468972457,40.258700266379094,96.48465704480884,40.01295983668843,96.25150139289029,-18.196078431372552,-63.529411764705884,505.0448850816265,0.011986,-2.1989880944731786,0.0,0.0,-1.5150699293325323
