Index,Target Position x,Target Position y,Pred Position x,Pred Position y,Target Angle q1,Target Angle q2,Pred Angle q1,Pred Angle q2,Excursion s1,Excursion s2,Time
126.0,-1.175570504584946,10.618033988749895,-1.1570874989520998,10.626170711946447,48.739656733939704,100.06539676890762,48.627450980392155,100.00000000000003,-24.313725490196077,-66.66666666666669,0.015617
127.0,-1.2036300463040968,10.597271020094585,-1.1570874989520998,10.626170711946447,48.869089718377666,100.26683110191198,48.627450980392155,100.00000000000003,-24.313725490196077,-66.66666666666669,0.0
128.0,-1.2313229506513166,10.576021507213444,-1.1570874989520998,10.626170711946447,48.994943919652926,100.47311862623427,48.627450980392155,100.00000000000003,-24.313725490196077,-66.66666666666669,0.015625
129.0,-1.2586407820996746,10.554291922913942,-1.1570874989520998,10.626170711946447,49.11720791258591,100.68420872192817,48.627450980392155,100.00000000000003,-24.313725490196077,-66.66666666666669,0.015625
130.0,-1.2855752193730787,10.532088886237956,-1.1570874989520998,10.626170711946447,49.2358702769322,100.9000498148992,48.627450980392155,100.00000000000003,-24.313725490196077,-66.66666666666669,18.921884
131.0,-1.3121180579810143,10.509419160445544,-1.1570874989520998,10.626170711946447,49.35091957032027,101.12058939973349,48.627450980392155,100.00000000000003,-24.313725490196077,-66.66666666666669,18.953134
132.0,-1.3382612127177165,10.486289650954788,-1.2810080397620975,10.41322038059014,49.462344301104835,101.34577406220218,48.627450980392155,102.35294117647061,-24.313725490196077,-68.23529411764707,19.015639
133.0,-1.3639967201249967,10.46270740323834,-1.4409598990343255,10.413096035429213,49.57013290115299,101.57554950139576,50.0,102.0,-25.0,-68.0,0.343739
134.0,-1.3893167409179947,10.438679600677302,-1.4409598990343255,10.413096035429213,49.67427369857962,101.8098605514462,50.0,102.0,-25.0,-68.0,0.015627
135.0,-1.414213562373095,10.414213562373096,-1.4409598990343255,10.413096035429213,49.77475489044869,102.04865120279506,50.0,102.0,-25.0,-68.0,0.01561
136.0,-1.4386796006773026,10.389316740917995,-1.4409598990343255,10.413096035429213,49.87156451545642,102.29186462296633,50.0,102.0,-25.0,-68.0,0.0
137.0,-1.462707403238341,10.363996720124996,-1.4409598990343255,10.413096035429213,49.9646904266119,102.53944317680605,50.0,102.0,-25.0,-68.0,0.0
138.0,-1.4862896509547883,10.338261212717716,-1.4409598990343255,10.413096035429213,50.054120263930805,102.79132844615005,50.0,102.0,-25.0,-68.0,0.01562
139.0,-1.509419160445544,10.312118057981014,-1.4409598990343255,10.413096035429213,50.13984142715696,103.04746124888429,50.0,102.0,-25.0,-68.0,18.92189
140.0,-1.5320888862379558,10.28557521937308,-1.4409598990343255,10.413096035429213,50.221841048527075,103.30778165736243,50.0,102.0,-25.0,-68.0,18.984404
141.0,-1.5542919229139418,10.258640782099675,-1.4409598990343255,10.413096035429213,50.30010596559293,103.57222901614766,50.0,102.0,-25.0,-68.0,19.000039
142.0,-1.5760215072134438,10.231322950651316,-1.4409598990343255,10.413096035429213,50.37462269411587,103.84074195904644,50.0,102.0,-25.0,-68.0,19.046848
143.0,-1.5972710200945859,10.203630046304097,-1.581121064100663,10.131976229158065,50.44537740104799,104.11325842540413,50.0,105.0,-25.0,-70.0,5.046832
144.0,-1.6180339887498947,10.175570504584947,-1.581121064100663,10.131976229158065,50.51235587761437,104.389715675633,50.0,105.0,-25.0,-70.0,0.0
145.0,-1.6383040885779838,10.147152872702092,-1.581121064100663,10.131976229158065,50.575543512511196,104.67005030594537,50.0,105.0,-25.0,-70.0,0.015625
146.0,-1.6580751451100832,10.118385806941493,-1.581121064100663,10.131976229158065,50.634925265234074,104.95419826226525,50.0,105.0,-25.0,-70.0,0.0
147.0,-1.6773411358908479,10.089278070030055,-1.581121064100663,10.131976229158065,50.6904856395518,105.24209485329408,50.0,105.0,-25.0,-70.0,0.015625
148.0,-1.696096192312852,10.05983852846641,-1.581121064100663,10.131976229158065,50.7422086571409,105.53367476270653,50.0,105.0,-25.0,-70.0,0.0
149.0,-1.7143346014042244,10.03007614982011,-1.581121064100663,10.131976229158065,50.79007783139604,105.82887206045491,50.0,105.0,-25.0,-70.0,20.109426
150.0,-1.7320508075688774,10.0,-1.8814791881523663,9.880304829645311,50.83407614143361,106.12762021316074,51.76470588235293,107.05882352941177,-25.882352941176464,-71.37254901960785,19.093771
