Index,Target Position x,Target Position y,Pred Position x,Pred Position y,Target Angle q1,Target Angle q2,Pred Angle q1,Pred Angle q2,Excursion s1,Excursion s2,Excursion s3,Time
0.0,2.0,9.0,2.0297510670448267,8.97945382638951,13.371151196456493,116.38779996124302,13.0,116.5,5.0,75.0,1.0,5.942331
1.0,1.9999238461283426,9.017453070996748,1.9774626645881788,9.043750395354383,13.514623190987178,116.20189952202826,13.882352941176471,115.99999999999999,0.9411764705882353,66.66666666666666,4.0,5.268254
2.0,1.9996953903127825,9.034904812874567,1.9774626645881788,9.043750395354383,13.658976234733828,116.01630955481751,13.882352941176471,115.99999999999999,0.9411764705882353,66.66666666666666,4.0,0.015627
3.0,1.9993146499511145,9.052353896615747,1.9774626645881788,9.043750395354383,13.804194158743583,115.83104074187446,13.882352941176471,115.99999999999999,0.9411764705882353,66.66666666666666,4.0,0.015606
4.0,1.9987816540381915,9.069798993405001,1.9774626645881788,9.043750395354383,13.950260910843822,115.64610371572238,13.882352941176471,115.99999999999999,0.9411764705882353,66.66666666666666,4.0,0.0
5.0,1.9980964431637156,9.087238774730672,2.024934022306261,9.08300570225598,14.09716055495138,115.46150905984774,13.882352941176471,115.41176470588235,0.9411764705882353,66.27450980392156,4.0,0.062491
6.0,1.9972590695091477,9.104671912485887,2.024934022306261,9.08300570225598,14.244877270363155,115.27726730938794,13.882352941176471,115.41176470588235,0.9411764705882353,66.27450980392156,4.0,0.0
7.0,1.9962695968437338,9.122097079069714,2.0320149839558193,9.14636236103361,14.393395351029943,115.09338895180302,14.352941176470587,114.70588235294116,3.6470588235294117,70.19607843137254,2.3529411764705883,10.031261
8.0,1.9951281005196484,9.139512947488251,2.0320149839558193,9.14636236103361,14.542699204814118,114.90988442753192,14.352941176470587,114.70588235294116,3.6470588235294117,70.19607843137254,2.3529411764705883,0.0
9.0,1.993834667466256,9.15691819145569,2.0320149839558193,9.14636236103361,14.69277335273326,114.72676413063178,14.352941176470587,114.70588235294116,3.6470588235294117,70.19607843137254,2.3529411764705883,0.0
10.0,1.992389396183491,9.174311485495316,1.9790856360678255,9.182661770941444,14.84360242819041,114.54403840940182,15.0,114.5,0.0,63.0,5.0,4.85938
11.0,1.9907923967343577,9.191691505040447,1.9790856360678255,9.182661770941444,14.995171176192219,114.3617175669903,15.0,114.5,0.0,63.0,5.0,0.0
12.0,1.9890437907365466,9.209056926535307,1.9790856360678255,9.182661770941444,15.147464452556543,114.17981186198529,15.0,114.5,0.0,63.0,5.0,0.015605
13.0,1.987143711353175,9.226406427535814,2.048373763365923,9.217253936343479,15.30046722311012,113.99833150898903,14.823529411764707,113.88235294117646,0.0,62.745098039215684,4.9411764705882355,0.015629
14.0,1.985092303282644,9.243738686810294,1.910844517510677,9.250090793615865,15.45416456287775,113.81728667917518,16.0,114.0,8.0,76.0,0.0,15.750003
15.0,1.9828897227476208,9.261052384440102,1.9487247587470646,9.281611908985079,15.608541655263826,113.63668750083008,16.0,113.52941176470588,8.0,75.68627450980392,0.0,0.015629
16.0,1.9805361374831407,9.278346201920131,1.9487247587470646,9.281611908985079,15.763583791227218,113.45654405987653,16.0,113.52941176470588,8.0,75.68627450980392,0.0,0.015622
17.0,1.9780317267238336,9.295618822259222,1.9487247587470646,9.281611908985079,15.919276368450461,113.27686640038144,16.0,113.52941176470588,8.0,75.68627450980392,0.0,0.015626
18.0,1.9753766811902755,9.312868930080462,1.9487247587470646,9.281611908985079,16.07560489050443,113.09766452504583,16.0,113.52941176470588,8.0,75.68627450980392,0.0,0.0
19.0,1.9725712030744629,9.330095211721355,1.9677616443465245,9.297255530495773,16.232554966008838,112.91894839567875,16.0,113.29411764705883,0.5882352941176471,62.35294117647059,4.9411764705882355,2.078116
20.0,1.969615506024416,9.34729635533386,2.0324823558041967,9.34947307601648,16.39011230778992,112.74072793365345,16.0,112.5,8.0,75.0,0.0,3.265644
21.0,1.9665098151279092,9.364471050984294,1.9213592141116278,9.383977728662739,16.548262732035777,112.56301302034692,17.0,112.5,4.0,67.0,3.0,13.32814
22.0,1.963254366895328,9.381617990753089,1.9213592141116278,9.383977728662739,16.706992157450344,112.38581349756235,17.0,112.5,4.0,67.0,3.0,0.0
23.0,1.9598494092416592,9.398735868834395,1.9213592141116278,9.383977728662739,16.8662866044067,112.20913916793441,17.0,112.5,4.0,67.0,3.0,0.0
24.0,1.9562952014676114,9.41582338163552,1.9213592141116278,9.383977728662739,17.02613219410005,112.03299979531742,17.0,112.5,4.0,67.0,3.0,0.0
25.0,1.9525920142398667,9.432879227876207,2.000889657803559,9.42644081861691,17.186515147701943,111.85740510515629,16.823529411764703,111.76470588235293,4.0,66.66666666666666,2.941176470588235,0.015621
26.0,1.9487401295704705,9.44990210868773,2.0027407159524957,9.449879169450906,17.347421785515287,111.68236478484059,17.0,111.5,1.0,61.0,5.0,4.796883
27.0,1.9447398407953531,9.46689072771181,1.8988065856800906,9.446703818761344,17.508838526131616,111.50788848404106,17.647058823529413,111.88235294117646,2.8235294117647056,63.921568627450974,4.0,2.328127
28.0,1.940591452551993,9.483843791199336,1.9731367707596679,9.477617607816644,17.670751885590796,111.33398581502917,17.411764705882355,111.29411764705881,2.7058823529411766,63.52941176470588,4.0,0.0
29.0,1.9362952807562155,9.500760008108882,1.9731367707596679,9.477617607816644,17.8331484765438,111.16066635297945,17.411764705882355,111.29411764705881,2.7058823529411766,63.52941176470588,4.0,0.0
30.0,1.9318516525781366,9.517638090205041,1.9304167514718973,9.51697773499151,17.996015007419274,110.9879396362546,18.0,111.0,0.0,58.0,6.0,0.359362
31.0,1.927260906417246,9.534476752156515,1.9304167514718973,9.51697773499151,18.159338281594078,110.81581516667343,18.0,111.0,0.0,58.0,6.0,0.015627
32.0,1.9225233918766378,9.551274711633999,1.9736621974420783,9.551667629202303,18.323105196568584,110.6443024097616,18.0,110.47058823529412,0.0,57.647058823529406,6.0,0.0
33.0,1.917639469736386,9.568030689407845,1.9736621974420783,9.551667629202303,18.48730274314712,110.47341079498511,18.0,110.47058823529412,0.0,57.647058823529406,6.0,0.0
34.0,1.9126095119260709,9.584743409445473,1.8971891072968772,9.616284695484765,18.651918004623926,110.3031497159668,19.0,110.0,2.0,60.0,5.0,1.09375
35.0,1.9074339014964539,9.601411599008546,1.8971891072968772,9.616284695484765,18.816938155975105,110.13352853068554,19.0,110.0,2.0,60.0,5.0,0.0
36.0,1.902113032590307,9.618033988749895,1.8971891072968772,9.616284695484765,18.982350463056836,109.96455656165857,19.0,110.0,2.0,60.0,5.0,0.0
37.0,1.8966473104123986,9.634609312810184,1.8971891072968772,9.616284695484765,19.148142281810806,109.79624309610624,19.0,110.0,2.0,60.0,5.0,0.015625
38.0,1.8910371511986337,9.651136308914314,1.8971891072968772,9.616284695484765,19.314301057476165,109.62859738610021,19.0,110.0,2.0,60.0,5.0,0.015629
39.0,1.8852829821843569,9.667613718467543,1.8971891072968772,9.616284695484765,19.480814323809394,109.46162864869437,19.0,110.0,2.0,60.0,5.0,15.437528
40.0,1.8793852415718169,9.684040286651337,1.8622333784164269,9.71499662869584,19.64766970231181,109.29534606603882,20.0,109.0,4.0,62.0,4.0,8.249994
41.0,1.8733443784967951,9.700414762518935,1.8622333784164269,9.71499662869584,19.814854901465292,109.12975878547664,20.0,109.0,4.0,62.0,4.0,0.01565
42.0,1.8671608529944035,9.716735899090601,1.8622333784164269,9.71499662869584,19.982357715976125,108.96487591962436,20.0,109.0,4.0,62.0,4.0,0.015623
43.0,1.8608351359640491,9.733002453448595,1.8622333784164269,9.71499662869584,20.15016602602793,108.80070654643487,20.0,109.0,4.0,62.0,4.0,0.0
44.0,1.8543677091335748,9.749213186831824,1.8622333784164269,9.71499662869584,20.31826779654316,108.6372597092439,20.0,109.0,4.0,62.0,4.0,0.0
45.0,1.8477590650225735,9.76536686473018,1.8670225754889458,9.71887077513106,20.486651076453917,108.47454441679972,20.0,108.94117647058823,4.0,61.96078431372549,4.0,14.796914
46.0,1.8410097069048807,9.781462256978548,1.825560212684187,9.813083466013627,20.65530399798227,108.31256964327595,21.0,108.0,6.0,64.0,3.0,9.468756
47.0,1.834120148770248,9.797498137850493,1.825560212684187,9.813083466013627,20.82421477592978,108.15134432826807,21.0,108.0,6.0,64.0,3.0,0.015611
48.0,1.8270909152852017,9.8134732861516,1.825560212684187,9.813083466013627,20.9933717069774,107.99087737677279,21.0,108.0,6.0,64.0,3.0,0.015625
49.0,1.8199225417530864,9.829386485312478,1.825560212684187,9.813083466013627,21.162763168994758,107.8311776591516,21.0,108.0,6.0,64.0,3.0,0.0
50.0,1.8126155740732999,9.845236523481399,1.825560212684187,9.813083466013627,21.332377620360106,107.67225401107729,21.0,108.0,6.0,64.0,3.0,0.0
51.0,1.8051705686997213,9.86102219361659,1.74663380573414,9.87738706082179,21.502203599290127,107.51411523346447,22.0,107.5,5.0,61.0,4.0,0.687517
52.0,1.797588092598334,9.876742293578154,1.74663380573414,9.87738706082179,21.67222972318059,107.35677009238363,22.0,107.5,5.0,61.0,4.0,0.0
53.0,1.7898687232040502,9.892395626219617,1.7869989757389106,9.895208659397206,21.84244468795717,107.20022731895921,21.88235294117647,107.17647058823529,4.9411764705882355,60.78431372549019,4.0,0.015622
54.0,1.7820130483767358,9.907980999479093,1.7869989757389106,9.895208659397206,22.012837267437362,107.04449560925121,21.88235294117647,107.17647058823529,4.9411764705882355,60.78431372549019,4.0,0.015623
55.0,1.7740216663564434,9.923497226470069,1.7869989757389106,9.895208659397206,22.183396312702875,106.88958362412122,21.88235294117647,107.17647058823529,4.9411764705882355,60.78431372549019,4.0,0.015628
56.0,1.765895185717854,9.938943125571782,1.7869989757389106,9.895208659397206,22.354110751483123,106.73549998908214,21.88235294117647,107.17647058823529,4.9411764705882355,60.78431372549019,4.0,14.796888
57.0,1.7576342253239308,9.954317520519217,1.7494685991134316,9.955858351698335,22.52496958754962,106.58225329413234,22.58823529411765,106.58823529411764,3.5294117647058822,57.25490196078431,5.176470588235294,3.546866
58.0,1.7492394142787915,9.969619240492674,1.7494685991134316,9.955858351698335,22.69596190012143,106.42985209357403,22.58823529411765,106.58823529411764,3.5294117647058822,57.25490196078431,5.176470588235294,0.0
59.0,1.7407113918797994,9.984847120206934,1.7494685991134316,9.955858351698335,22.86707684328174,106.27830490581594,22.58823529411765,106.58823529411764,3.5294117647058822,57.25490196078431,5.176470588235294,0.0
60.0,1.7320508075688774,10.0,1.7974199662516064,9.994525848554435,23.03830364540564,106.12762021316077,22.58823529411765,105.99999999999999,3.5294117647058822,56.86274509803921,5.176470588235294,0.015605
61.0,1.7232583208830516,10.015076725921409,1.7471067744156183,10.00726253967747,23.20963160859906,105.97780646157683,23.0,106.0,10.0,68.0,1.0,2.296881
62.0,1.7143346014042247,10.030076149820108,1.7471067744156183,10.00726253967747,23.381050108149037,105.82887206045494,23.0,106.0,10.0,68.0,1.0,0.0
63.0,1.7052803287081846,10.044997129431898,1.6724030484934111,10.045677410005872,23.552548591985214,105.68082538234975,23.764705882352942,105.76470588235296,2.0,52.94117647058824,6.588235294117647,0.453137
64.0,1.696096192312852,10.05983852846641,1.6724030484934111,10.045677410005872,23.724116580152597,105.5336747627065,23.764705882352942,105.76470588235296,2.0,52.94117647058824,6.588235294117647,0.015614
65.0,1.6867828916257714,10.074599216693647,1.6724030484934111,10.045677410005872,23.89574366429574,105.3874284995725,23.764705882352942,105.76470588235296,2.0,52.94117647058824,6.588235294117647,0.015624
66.0,1.677341135890848,10.089278070030055,1.6724030484934111,10.045677410005872,24.067419507154135,105.24209485329408,23.764705882352942,105.76470588235296,2.0,52.94117647058824,6.588235294117647,14.859413
67.0,1.6677716441343364,10.103873970624116,1.6648034241890208,10.07016735878112,24.239133842068874,105.09768204619918,24.0,105.5,0.0,49.0,8.0,7.921862
68.0,1.6580751451100832,10.118385806941493,1.7101395966291006,10.107169773631849,24.410876472500703,104.95419826226525,24.0,104.94117647058823,0.0,48.627450980392155,8.0,1.593767
69.0,1.6482523772440314,10.132812473849665,1.581121064100663,10.131976229158065,24.582637271559225,104.81165164677286,25.0,105.0,8.0,62.0,3.0,10.625018
70.0,1.6383040885779836,10.147152872702092,1.581121064100663,10.131976229158065,24.754406181543438,104.67005030594537,25.0,105.0,8.0,62.0,3.0,0.015608
71.0,1.6282310367126385,10.16140591142188,1.581121064100663,10.131976229158065,24.926173213493325,104.52940230657467,25.0,105.0,8.0,62.0,3.0,0.0
72.0,1.618033988749895,10.175570504584947,1.6267854675493494,10.146736814956716,25.097928446752622,104.389715675633,24.823529411764703,104.70588235294117,8.0,61.96078431372549,2.941176470588235,0.0469
73.0,1.6077137212344346,10.189645573502682,1.6619243759208757,10.198585339186023,25.269662028542818,104.25099839987129,25.0,104.0,5.0,56.0,5.0,3.031229
74.0,1.5972710200945857,10.203630046304097,1.6619243759208757,10.198585339186023,25.441364173547903,104.11325842540413,25.0,104.0,5.0,56.0,5.0,0.0
75.0,1.5867066805824703,10.21752285801744,1.6483500468502683,10.241473567812701,25.61302516351032,103.97650365728126,25.41176470588235,103.52941176470588,2.1176470588235294,50.19607843137255,7.0588235294117645,0.265647
76.0,1.5760215072134438,10.231322950651316,1.6483500468502683,10.241473567812701,25.78463534683769,103.84074195904645,25.41176470588235,103.52941176470588,2.1176470588235294,50.19607843137255,7.0588235294117645,0.015647
77.0,1.5652163137048278,10.24502927327524,1.576294956128418,10.259974381060783,25.956185138220317,103.70598115228313,26.0,103.5,13.0,69.0,0.0,2.546833
78.0,1.5542919229139418,10.258640782099675,1.576294956128418,10.259974381060783,26.127665018259417,103.57222901614766,26.0,103.5,13.0,69.0,0.0,0.0
79.0,1.54324916677544,10.272156440555527,1.576294956128418,10.259974381060783,26.299065533106063,103.43949328689006,26.0,103.5,13.0,69.0,0.0,0.015605
80.0,1.532088886237956,10.28557521937308,1.5071236104862176,10.31164043096412,26.470377294110488,103.30778165736245,26.823529411764703,103.05882352941177,12.705882352941176,67.45098039215686,0.47058823529411764,1.406249
81.0,1.5208119312000619,10.298896096660368,1.5071236104862176,10.31164043096412,26.64159097748195,103.17710177651571,26.823529411764703,103.05882352941177,12.705882352941176,67.45098039215686,0.47058823529411764,0.0
82.0,1.509419160445544,10.312118057981014,1.5071236104862176,10.31164043096412,26.81269732395876,103.04746124888428,26.823529411764703,103.05882352941177,12.705882352941176,67.45098039215686,0.47058823529411764,0.015606
83.0,1.4979114415780042,10.325240096431475,1.5071236104862176,10.31164043096412,26.98368713848869,102.91886763405914,26.823529411764703,103.05882352941177,12.705882352941176,67.45098039215686,0.47058823529411764,0.015626
84.0,1.4862896509547885,10.338261212717716,1.5071236104862176,10.31164043096412,27.154551289919166,102.79132844615005,26.823529411764703,103.05882352941177,12.705882352941176,67.45098039215686,0.47058823529411764,0.015627
85.0,1.4745546736202482,10.35118041523132,1.5071236104862176,10.31164043096412,27.32528071069774,102.66485115323611,26.823529411764703,103.05882352941177,12.705882352941176,67.45098039215686,0.47058823529411764,14.796904
86.0,1.462707403238341,10.363996720124996,1.4373030946039238,10.39428340751117,27.495866396582063,102.53944317680605,27.88235294117647,102.23529411764707,4.9411764705882355,52.156862745098046,6.0,3.499984
87.0,1.4507487420245753,10.376709151387509,1.4373030946039238,10.39428340751117,27.66629940635967,102.41511189118751,27.88235294117647,102.23529411764707,4.9411764705882355,52.156862745098046,6.0,0.0
88.0,1.4386796006773024,10.389316740917995,1.4373030946039238,10.39428340751117,27.83657086157725,102.29186462296636,27.88235294117647,102.23529411764707,4.9411764705882355,52.156862745098046,6.0,0.0
89.0,1.4265008983083634,10.401818528599701,1.4373030946039238,10.39428340751117,28.006671946279354,102.16970865039565,27.88235294117647,102.23529411764707,4.9411764705882355,52.156862745098046,6.0,0.015628
90.0,1.4142135623730951,10.414213562373096,1.4373030946039238,10.39428340751117,28.176593906756246,102.04865120279506,27.88235294117647,102.23529411764707,4.9411764705882355,52.156862745098046,6.0,0.015626
91.0,1.4018185285997018,10.426500898308364,1.4409598990343255,10.413096035429213,28.346328051300752,101.92869945994084,28.0,102.0,2.0,46.666666666666664,8.0,0.531246
92.0,1.3893167409179945,10.438679600677302,1.4176459686019838,10.456512092804822,28.515865749974164,101.80986055144622,28.47058823529412,101.52941176470588,10.352941176470589,60.78431372549019,2.588235294117647,3.765651
93.0,1.3767091513875078,10.450748742024576,1.4176459686019838,10.456512092804822,28.68519843438087,101.69214155613322,28.47058823529412,101.52941176470588,10.352941176470589,60.78431372549019,2.588235294117647,0.0
94.0,1.363996720124997,10.46270740323834,1.4176459686019838,10.456512092804822,28.854317597451264,101.57554950139573,28.47058823529412,101.52941176470588,10.352941176470589,60.78431372549019,2.588235294117647,0.01564
95.0,1.3511804152313205,10.474554673620249,1.294974864439224,10.478792200810812,29.023214793233507,101.46009136255418,29.411764705882355,101.52941176470588,10.823529411764707,60.78431372549019,2.588235294117647,0.906228
96.0,1.3382612127177165,10.486289650954788,1.294974864439224,10.478792200810812,29.191881636692965,101.34577406220221,29.411764705882355,101.52941176470588,10.823529411764707,60.78431372549019,2.588235294117647,0.01563
97.0,1.325240096431475,10.497911441578005,1.294974864439224,10.478792200810812,29.360309803520195,101.23260446954546,29.411764705882355,101.52941176470588,10.823529411764707,60.78431372549019,2.588235294117647,0.015625
98.0,1.3121180579810146,10.509419160445544,1.294974864439224,10.478792200810812,29.528491029946235,101.12058939973349,29.411764705882355,101.52941176470588,10.823529411764707,60.78431372549019,2.588235294117647,0.0
99.0,1.2988960966603673,10.520811931200061,1.2597982487635893,10.528257481336633,29.696417112565946,101.0097356131837,30.0,101.0,12.0,62.0,2.0,0.515631
100.0,1.2855752193730787,10.532088886237956,1.2597982487635893,10.528257481336633,29.86407990816859,100.9000498148992,30.0,101.0,12.0,62.0,2.0,0.0
101.0,1.272156440555528,10.543249166775439,1.2597982487635893,10.528257481336633,30.03147133357571,100.79153865378002,30.0,101.0,12.0,62.0,2.0,0.0
102.0,1.258640782099675,10.554291922913942,1.2597982487635893,10.528257481336633,30.198583365485902,100.68420872192817,30.0,101.0,12.0,62.0,2.0,0.0
103.0,1.245029273275239,10.565216313704827,1.26444932262591,10.532296408313961,30.365408040326702,100.57806655394685,30.0,100.94117647058823,12.0,61.96078431372549,2.0,14.718763
104.0,1.2313229506513166,10.576021507213444,1.2994641327255305,10.562435793600185,30.531937454112832,100.47311862623424,30.0,100.5,15.0,67.0,0.0,14.734391
105.0,1.2175228580174413,10.58670668058247,1.1672835149182479,10.583962774194337,30.698163762310887,100.36937135627262,31.0,100.5,11.0,59.0,3.0,12.57814
106.0,1.2036300463040968,10.597271020094585,1.1672835149182479,10.583962774194337,30.864079179710377,100.26683110191196,31.0,100.5,11.0,59.0,3.0,0.01563
107.0,1.1896455735026827,10.607713721234434,1.1672835149182479,10.583962774194337,31.02967598030047,100.16550416064999,31.0,100.5,11.0,59.0,3.0,0.0
108.0,1.1755705045849463,10.618033988749895,1.1672835149182479,10.583962774194337,31.194946497152696,100.06539676890762,31.0,100.5,11.0,59.0,3.0,0.0
109.0,1.1614059114218795,10.628231036712638,1.2066496302696308,10.618485930796957,31.359883122309082,99.96651510130107,31.0,100.0,5.0,48.0,7.0,7.109399
110.0,1.1471528727020923,10.638304088577984,1.1574952034476516,10.664223755132564,31.524478306675533,99.86886526991056,31.647058823529413,99.52941176470588,12.470588235294118,60.3921568627451,2.235294117647059,2.734351
111.0,1.1328124738496657,10.648252377244031,1.1574952034476516,10.664223755132564,31.688724559920328,99.77245332354629,31.647058823529413,99.52941176470588,12.470588235294118,60.3921568627451,2.235294117647059,0.015666
112.0,1.1183858069414936,10.658075145110084,1.1574952034476516,10.664223755132564,31.852614450377406,99.67728524701151,31.647058823529413,99.52941176470588,12.470588235294118,60.3921568627451,2.235294117647059,0.015588
113.0,1.1038739706241163,10.667771644134337,1.1574952034476516,10.664223755132564,32.016140604954195,99.58336696036415,31.647058823529413,99.52941176470588,12.470588235294118,60.3921568627451,2.235294117647059,0.0
114.0,1.0892780700300542,10.677341135890849,1.1519344029955132,10.707773066735863,32.17929570904392,99.49070431817574,32.0,99.0,7.0,50.0,6.0,16.906288
115.0,1.0745992166936478,10.686782891625771,1.1167798923108352,10.660753829736183,32.342072506441795,99.39930310878997,31.882352941176475,99.64705882352942,8.352941176470589,52.94117647058824,5.058823529411765,18.046892
116.0,1.0598385284664098,10.696096192312853,1.0431122195354812,10.709063492431305,32.50446379926537,99.30916905357935,32.705882352941174,99.1764705882353,8.941176470588236,52.94117647058824,4.9411764705882355,2.45313
117.0,1.0449971294318978,10.705280328708184,1.0431122195354812,10.709063492431305,32.66646244787809,99.22030780620221,32.705882352941174,99.1764705882353,8.941176470588236,52.94117647058824,4.9411764705882355,0.0
118.0,1.0300761498201083,10.714334601404225,1.0431122195354812,10.709063492431305,32.828061370816684,99.13272495185869,32.705882352941174,99.1764705882353,8.941176470588236,52.94117647058824,4.9411764705882355,0.0
119.0,1.0150767259214084,10.723258320883051,1.0431122195354812,10.709063492431305,32.989253544721294,99.04642600654742,32.705882352941174,99.1764705882353,8.941176470588236,52.94117647058824,4.9411764705882355,0.0
120.0,1.0000000000000002,10.732050807568877,1.0431122195354812,10.709063492431305,33.150032004268674,98.96141641632279,32.705882352941174,99.1764705882353,8.941176470588236,52.94117647058824,4.9411764705882355,0.0
121.0,0.9848471202069342,10.740711391879799,1.0563031183781186,10.761568534824175,33.310389842107945,98.87770155655306,33.0,98.5,6.0,47.0,7.0,7.640628
122.0,0.9696192404926742,10.749239414278792,1.0172397695193949,10.726703162954529,33.470320208798746,98.79528673118013,33.0,99.0,3.0,42.0,9.0,16.343772
123.0,0.9543175205192168,10.757634225323931,0.9457880714618412,10.7687552518375,33.62981631275147,98.71417717198094,33.76470588235294,98.58823529411764,12.117647058823529,57.25490196078431,3.176470588235294,4.625009
124.0,0.9389431255717817,10.765895185717854,0.9457880714618412,10.7687552518375,33.78887142016941,98.63437803783113,33.76470588235294,98.58823529411764,12.117647058823529,57.25490196078431,3.176470588235294,0.0
125.0,0.9234972264700677,10.774021666356443,0.9457880714618412,10.7687552518375,33.94747885499237,98.55589441397169,33.76470588235294,98.58823529411764,12.117647058823529,57.25490196078431,3.176470588235294,0.0
